ticker,sbi_link,name,abstract,market,expense_ratio,factsheet_link,issuer,nisa_invest_flag
JEPQ,https://www.sbisec.co.jp/ETGate/?OutSide=on&_ControlID=WPLETsmR001Control&_DataStoreID=DSWPLETsmR001Control&sw_page=Foreign&sw_param1=&sw_param2=PRICE&sw_param3=US_NASDAQ&sw_param4=JEPQ,JPモルガン ナスダック米国株式・プレミアム・インカムETF,米国の大型成長株の保有とオプションの売却を組み合わせたポートフォリオから株式の配当金とオプションプレミアムを獲得し、これらのインカムを原資として毎月分配を目指します。,NASDAQ,0.35%,https://am.jpmorgan.com/content/dam/jpm-am-aem/americas/us/en/literature/fact-sheet/etfs/FS-JEPQ.PDF,JPモルガン・アセットマネジメント,
JGLO,https://www.sbisec.co.jp/ETGate/?OutSide=on&_ControlID=WPLETsmR001Control&_DataStoreID=DSWPLETsmR001Control&sw_page=Foreign&sw_param1=US&sw_param2=PRICE&sw_param3=US_NASDAQ&sw_param4=JGLO,JPモルガン　グローバル　セレクト　株式　アクティブETF,グロース/バリューといったスタイルに偏りなく発掘した投資アイディアをもとに、「株式運用のコア」と位置付けられる分散されたポートフォリオを構築します。,NASDAQ,0.47%,https://am.jpmorgan.com/content/dam/jpm-am-aem/americas/us/en/literature/fact-sheet/etfs/FS-JGLO.PDF,JPモルガン・アセットマネジメント,〇
JGRO,https://www.sbisec.co.jp/ETGate/?OutSide=on&_ControlID=WPLETsmR001Control&_DataStoreID=DSWPLETsmR001Control&sw_page=Foreign&sw_param1=US&sw_param2=PRICE&sw_param3=US_NASDAQ&sw_param4=JGRO,JPモルガン 米国グロース株式 アクティブETF,ファンダメンタル分析に基づくボトムアップ・アプローチを採用し、企業の有望な成長力が株価に反映されていないと考える銘柄を選別します。,NYSE Arca,0.44%,https://am.jpmorgan.com/content/dam/jpm-am-aem/americas/us/en/literature/fact-sheet/etfs/FS-JGRO.PDF,JPモルガン・アセットマネジメント,〇
JNK,https://www.sbisec.co.jp/ETGate/?OutSide=on&_ControlID=WPLETsmR001Control&_DataStoreID=DSWPLETsmR001Control&sw_page=Foreign&sw_param1=US&sw_param2=PRICE&sw_param3=US_NASDAQ&sw_param4=JNK,SPDR(R) ブルームバーグ ハイ・イールド債券 ETF,ブルームバーグ・バークレイズ・ハイ・イールド・ベリー・リキッド指数に連動した成果を目指す。,NYSE Arca,0.40%,https://www.ssga.com/library-content/products/factsheets/etfs/us/factsheet-us-en-jnk.pdf,SSGA ファンズ・マネジメント・インク,
JNUG,https://www.sbisec.co.jp/ETGate/?OutSide=on&_ControlID=WPLETsmR001Control&_DataStoreID=DSWPLETsmR001Control&sw_page=Foreign&sw_param1=US&sw_param2=PRICE&sw_param3=US_NASDAQ&sw_param4=JNUG,Direxion デイリー ジュニア・ゴールド・マイナーズ･インデックス ブル2倍 ETF,MVIS グローバル・ジュニア・ゴールド・マイナーズ指数の200%のパフォーマンスに連動した成果を目指す。,NYSE Arca,1.06%,https://www.direxion.com/uploads/JNUG-JDST-Fact-Sheet.pdf,Direxion Investments,
JPST,https://www.sbisec.co.jp/ETGate/?OutSide=on&_ControlID=WPLETsmR001Control&_DataStoreID=DSWPLETsmR001Control&sw_page=Foreign&sw_param1=US&sw_param2=PRICE&sw_param3=US_NASDAQ&sw_param4=JPST,JPモルガン・ウルトラショート・インカムETF,価格変動リスクを抑えつつ、インカムの獲得を目指します。主として米ドル建ての投資適格債券に投資。あらゆる市場環境において、ポートフォリオのデュレーションを1年未満とする運用を目指します。,NYSE Arca,0.18%,https://am.jpmorgan.com/content/dam/jpm-am-aem/americas/us/en/literature/fact-sheet/etfs/FS-JPST.PDF,JPモルガン・アセットマネジメント,
JXI,https://www.sbisec.co.jp/ETGate/?OutSide=on&_ControlID=WPLETsmR001Control&_DataStoreID=DSWPLETsmR001Control&sw_page=Foreign&sw_param1=US&sw_param2=PRICE&sw_param3=US_NASDAQ&sw_param4=JXI,iシェアーズ グローバル公益事業 ETF,"iシェアーズ S&P グローバル公益事業セクター・インデックス・ファンドは、スタンダード・アンド・プアーズが公益事業セクターにおいて重要なポジションにあると判断し、S&P
グローバル1200公益事業セクターキャップド指数によって代表される諸企業の株価、および利回り実績と同等水準の投資成果（報酬および経費控除前）を目指しています。",NYSE Arca,0.43%,http://jp.ishares.com/documents/ja/factsheet-ja/us/jxi-ishares-sp-global-utilities-sector-index-fund.pdf,ブラックロック･ファンド・アドバイザーズ,〇
KOMP,https://www.sbisec.co.jp/ETGate/?OutSide=on&_ControlID=WPLETsmR001Control&_DataStoreID=DSWPLETsmR001Control&sw_page=Foreign&sw_param1=&sw_param2=PRICE&sw_param3=US_NASDAQ&sw_param4=KOMP,SPDR S&P Kensho ニュー　エコノミー　コンポジットETF,人工知能や定量的ウェイト付けメソドロジーを活用し、処理能力、人口知能、ロボット工学、オートメーションの急速な進歩を利用して伝統的産業を破壊する革新的企業が牽引するニュー・エコノミーの可能性を追求する指数との連動を目指します。,NYSE Arca,0.20%,https://www.ssga.com/library-content/products/factsheets/etfs/us/factsheet-us-en-komp.pdf,ステート・ストリート・グローバル・アドバイザーズ,〇
KRMA,https://www.sbisec.co.jp/ETGate/?OutSide=on&_ControlID=WPLETsmR001Control&_DataStoreID=DSWPLETsmR001Control&sw_page=Foreign&sw_param1=&sw_param2=PRICE&sw_param3=US_NASDAQ&sw_param4=KRMA,グローバルX ESG経営企業 ETF,コンシニティ コンシャス カンパニーズ インデックスに連動した成果を目指す。,NASDAQ,0.43%,https://globalxetfs.co.jp/content/files/KRMA-factsheet-JPN-1.pdf,グローバルエックス・マネジメント,〇
KROP,https://www.sbisec.co.jp/ETGate/?OutSide=on&_ControlID=WPLETsmR001Control&_DataStoreID=DSWPLETsmR001Control&sw_page=Foreign&sw_param1=&sw_param2=PRICE&sw_param3=US_NASDAQ&sw_param4=KROP,グローバルＸ 農業テック&フード ETF,ソラクティブ・農業テック&フード・インデックスに連動する運用実績を目指す。同指数は、農業・食品の分野でのさらなる進歩から利益を得ることができる企業で構成される。,NASDAQ,0.50%,https://www.globalxetfs.com/content/files/KROP-factsheet.pdf,グローバルエックス・マネジメント,〇
KXI,https://www.sbisec.co.jp/ETGate/?OutSide=on&_ControlID=WPLETsmR001Control&_DataStoreID=DSWPLETsmR001Control&sw_page=Foreign&sw_param1=US&sw_param2=PRICE&sw_param3=US_NASDAQ&sw_param4=KXI,iシェアーズ グローバル生活必需品 ETF,"iシェアーズ S&P
グローバル生活必需品セクター・インデックス・ファンドは、スタンダード・アンド・プアーズが生活必需品セクターにおいて重要なポジションにあると判断し、S&Pグローバル1200生活必需品セクター
キャップド指数によって代表される諸企業の株価、および利回り実績と同等水準の投資成果（報酬および経費控除前）を目指しています。当インデックスはスタンダード・アンド・プアーズ・グローバル1200インデックスのサブセット指数です。",NYSE Arca,0.41%,https://www.ishares.com/us/literature/fact-sheet/kxi-ishares-global-consumer-staples-etf-fund-fact-sheet-en-us.pdf,ブラックロック･ファンド・アドバイザーズ,〇
LABD,https://www.sbisec.co.jp/ETGate/?OutSide=on&_ControlID=WPLETsmR001Control&_DataStoreID=DSWPLETsmR001Control&sw_page=Foreign&sw_param1=US&sw_param2=PRICE&sw_param3=US_NASDAQ&sw_param4=LABD,Direxion デイリー S&P バイオテック株 ベア3倍 ETF,The S&P(R) バイオテクノロジー セレクト インダストリー インデックスの反対方向の300%のパフォーマンスに連動した成果を目指す。,NYSE Arca,1.00%,https://www.direxion.com/uploads/LABU-LABD-Fact-Sheet.pdf,Direxion Investments,
LABU,https://www.sbisec.co.jp/ETGate/?OutSide=on&_ControlID=WPLETsmR001Control&_DataStoreID=DSWPLETsmR001Control&sw_page=Foreign&sw_param1=US&sw_param2=PRICE&sw_param3=US_NASDAQ&sw_param4=LABU,Direxion デイリー S&P バイオテック株 ブル3倍 ETF,The S&P(R) バイオテクノロジー セレクト インダストリー インデックスの300%のパフォーマンスに連動した成果を目指す。,NYSE Arca,0.96%,https://www.direxion.com/uploads/LABU-LABD-Fact-Sheet.pdf,Direxion Investments,
LEMB,https://www.sbisec.co.jp/ETGate/?OutSide=on&_ControlID=WPLETsmR001Control&_DataStoreID=DSWPLETsmR001Control&sw_page=Foreign&sw_param1=US&sw_param2=PRICE&sw_param3=US_NASDAQ&sw_param4=LEMB,iシェアーズ 現地通貨建てエマージング・マーケット債券 ETF,ブルームバーグ・バークレイズ 新興市場ブロード自国通貨建て国債インデックスの価格及び利回りの実績に概ね対応する投資成果をあげることを目指す。,NYSE Arca,0.30%,https://www.blackrock.com/jp/individual/ja/literature/fact-sheet/lemb-ishares-j-p-morgan-em-local-currency-bond-etf-fund-fact-sheet-ja-jp.pdf,ブラックロック･ファンド・アドバイザーズ,〇
LIT,https://www.sbisec.co.jp/ETGate/?OutSide=on&_ControlID=WPLETsmR001Control&_DataStoreID=DSWPLETsmR001Control&sw_page=Foreign&sw_param1=US&sw_param2=PRICE&sw_param3=US_NASDAQ&sw_param4=LIT,グローバルX リチウム&バッテリーテクノロジーETF,ソラクティブ・グローバル・ リチウム・インデックスのパフォーマンスに連動した成果を目指す。,NYSE Arca,0.75%,https://globalxetfs.co.jp/content/files/LIT-factsheet_J.pdf,グローバルエックス・マネジメント,〇
LMBS,https://www.sbisec.co.jp/ETGate/?OutSide=on&_ControlID=WPLETsmR001Control&_DataStoreID=DSWPLETsmR001Control&sw_page=Foreign&sw_param1=&sw_param2=PRICE&sw_param3=US_NASDAQ&sw_param4=LMBS,FT ローデュレーション オポチュニティ ETF,主に投資適格証券と不動産関連証券に投資するアクティブ型ETF,NASDAQ,0.66%,https://www.firsttrust-teneo.jp/PDF/qreports/LMBS_Factsheet.pdf,ファーストトラスト,
LQD,https://www.sbisec.co.jp/ETGate/?OutSide=on&_ControlID=WPLETsmR001Control&_DataStoreID=DSWPLETsmR001Control&sw_page=Foreign&sw_param1=US&sw_param2=PRICE&sw_param3=US_NASDAQ&sw_param4=LQD,iシェアーズ iBoxx 米ドル建て投資適格社債 ETF,iBoxx 米ドル建てリキッド投資適格インデックスによって定義される債券市場の価格および利回り実績と同等水準の投資成果（報酬および経費控除前）を目指しています。,NYSE Arca,0.14%,https://www.blackrock.com/jp/individual/ja/literature/fact-sheet/lqd-ishares-iboxx-investment-grade-corporate-bond-etf-fund-fact-sheet-ja-jp.pdf,ブラックロック・ファンド・アドバイザーズ,
MBB,https://www.sbisec.co.jp/ETGate/?OutSide=on&_ControlID=WPLETsmR001Control&_DataStoreID=DSWPLETsmR001Control&sw_page=Foreign&sw_param1=&sw_param2=PRICE&sw_param3=US_NASDAQ&sw_param4=MBB,iシェアーズ 米国 MBS ETF,"ブルームバーグ・バークレイズ
米国MBSインデックスに連動する。満期まで30年、20年、または15年の残存期間、ないしは満期まで最低でも1年間の残存期間を有し、かつ2億5,000万米ドル以上の発行済額面残高を有するジニーメイ、ファニーメイおよびフレディーマックの米ドル建て証券を通して、投資適格な確定利付モーゲッジ担保パススルー証券の実績を測定する。",NASDAQ,0.04%,http://jp.ishares.com/documents/ja/factsheet-ja/us/mbb-ishares-barclays-mbs-bond-fund.pdf,ブラックロック･ファンド・アドバイザーズ,
MGC,https://www.sbisec.co.jp/ETGate/?OutSide=on&_ControlID=WPLETsmR001Control&_DataStoreID=DSWPLETsmR001Control&sw_page=Foreign&sw_param1=US&sw_param2=PRICE&sw_param3=US_NASDAQ&sw_param4=MGC,バンガード 米国メガキャップETF,米国株式市場における投資可能企業、時価総額上位約70%をカバーする、CRSP US メガキャップ・インデックスに連動したパフォーマンスを目指します。,NYSE Arca,0.07%,https://advisors.vanguard.com/iippdf/pdfs/FS3137R.pdf,バンガード グループ,〇
MGK,https://www.sbisec.co.jp/ETGate/?OutSide=on&_ControlID=WPLETsmR001Control&_DataStoreID=DSWPLETsmR001Control&sw_page=Foreign&sw_param1=US&sw_param2=PRICE&sw_param3=US_NASDAQ&sw_param4=MGK,バンガード 米国メガキャップ・グロースETF,"米国株式市場における投資可能企業、時価総額上位約70%のうち、グロース株をカバーする、CRSP US
メガキャップ・グロース・インデックスに連動したパフォーマンスを目指します。",NYSE Arca,0.07%,https://advisors.vanguard.com/iippdf/pdfs/FS3138R.pdf,バンガード グループ,〇
MGV,https://www.sbisec.co.jp/ETGate/?OutSide=on&_ControlID=WPLETsmR001Control&_DataStoreID=DSWPLETsmR001Control&sw_page=Foreign&sw_param1=US&sw_param2=PRICE&sw_param3=US_NASDAQ&sw_param4=MGV,バンガード 米国メガキャップ・バリューETF,"米国株式市場における投資可能企業、時価総額上位約70%のうち、バリュー株をカバーする、CRSP US
メガキャップ・バリュー・インデックスに連動したパフォーマンスを目指します。",NYSE Arca,0.07%,https://institutional.vanguard.com/iippdf/pdfs/FS3139R.pdf,バンガード グループ,〇
MILN,https://www.sbisec.co.jp/ETGate/?OutSide=on&_ControlID=WPLETsmR001Control&_DataStoreID=DSWPLETsmR001Control&sw_page=Foreign&sw_param1=&sw_param2=PRICE&sw_param3=US_NASDAQ&sw_param4=MILN,グローバルX ミレニアル世代 ETF,Indxx ミレニアルズ セマティック インデックスに連動した成果を目指す。,NASDAQ,0.50%,https://globalxetfs.co.jp/content/files/MILN-factsheet-JPN-1.pdf,グローバルエックス・マネジメント,〇
MLPA,https://www.sbisec.co.jp/ETGate/?OutSide=on&_ControlID=WPLETsmR001Control&_DataStoreID=DSWPLETsmR001Control&sw_page=Foreign&sw_param1=US&sw_param2=PRICE&sw_param3=US_NASDAQ&sw_param4=MLPA,グローバルX　MLP　ETF,"Solactive Uranium & Nuclear Components
Indexの運用実績に連動する投資成果を目指す。ウランの採鉱および原子力関連の事業に従事する企業へのエクスポージャーを提供する。",NYSE Arca,0.45%,https://www.globalxetfs.com/content/files/MLPA-factsheet.pdf,グローバルエックス・マネジメント,〇
MOO,https://www.sbisec.co.jp/ETGate/?OutSide=on&_ControlID=WPLETsmR001Control&_DataStoreID=DSWPLETsmR001Control&sw_page=Foreign&sw_param1=US&sw_param2=PRICE&sw_param3=US_NASDAQ&sw_param4=MOO,ヴァンエック ベクトル アグリビジネスETF,アグリビジネスETFは、DAXglobalアグリビジネス・インデックスの価格と利回り（手数料と経費控除前）に連動するパフォーマンスを目指します。このインデックスは、売上高の50%以上がアグリビジネスからのものである世界中の企業へのエクスポージャーを提供します,NYSE Arca,0.53%,https://www.vaneck.com/us/en/investments/agribusiness-etf-moo-fact-sheet.pdf,ヴァン・エック・グローバル,〇
MOON,https://www.sbisec.co.jp/ETGate/?OutSide=on&_ControlID=WPLETsmR001Control&_DataStoreID=DSWPLETsmR001Control&sw_page=Foreign&sw_param1=US&sw_param2=PRICE&sw_param3=US_NASDAQ&sw_param4=MOON,Direxion ムーンショット・イノベーターズ ETF,S&P Kensho ムーンショット指数のパフォーマンスに連動した成果を目指す。,NYSE Arca,0.65%,https://www.direxion.com/uploads/MOON-Fact-Sheet.pdf,Direxion Investments,〇
MSFD,https://www.sbisec.co.jp/ETGate/?OutSide=on&_ControlID=WPLETsmR001Control&_DataStoreID=DSWPLETsmR001Control&sw_page=Foreign&sw_param1=US&sw_param2=PRICE&sw_param3=US_NASDAQ&sw_param4=MSFD,Direxion デイリー MSFT株 ベア 1倍ETF,マイクロソフト・コーポレーション普通株式の日々のパフォーマンスの-100％の日々の投資成果を追求する。,NASDAQ,1.07%,https://www.direxion.com/uploads/MSFU-MSFD-Fact-Sheet.pdf,Direxion Investments,
MSFU,https://www.sbisec.co.jp/ETGate/?OutSide=on&_ControlID=WPLETsmR001Control&_DataStoreID=DSWPLETsmR001Control&sw_page=Foreign&sw_param1=US&sw_param2=PRICE&sw_param3=US_NASDAQ&sw_param4=MSFU,Direxion デイリー MSFT株 ブル 1.5倍 ETF,マイクロソフト・コーポレーション普通株式の日々のパフォーマンスの150％の日々の投資成果を追求する。,NASDAQ,1.06%,https://www.direxion.com/uploads/MSFU-MSFD-Fact-Sheet.pdf,Direxion Investments,
MXI,https://www.sbisec.co.jp/ETGate/?OutSide=on&_ControlID=WPLETsmR001Control&_DataStoreID=DSWPLETsmR001Control&sw_page=Foreign&sw_param1=US&sw_param2=PRICE&sw_param3=US_NASDAQ&sw_param4=MXI,iシェアーズ グローバル素材 ETF,"iシェアーズ S&P グローバル素材セクター・インデックス・ファンドは、スタンダード・アンド・プアーズが素材セクターにおいて重要なポジションにあると判断し、S&P
グローバル素材セクター・インデックスによって代表される諸企業の株価、および利回り実績と同等水準の投資成果（報酬および経費控除前）を目指しています。当インデックスはスタンダード・アンド・プアーズ・グローバル1200インデックスのサブセット指数です。",NYSE Arca,0.41%,http://jp.ishares.com/documents/ja/factsheet-ja/us/mxi-ishares-sp-global-materials-sector-index-fund.pdf,ブラックロック･ファンド・アドバイザーズ,〇
NLR,https://www.sbisec.co.jp/ETGate/?OutSide=on&_ControlID=WPLETsmR001Control&_DataStoreID=DSWPLETsmR001Control&sw_page=Foreign&sw_param1=US&sw_param2=PRICE&sw_param3=US_NASDAQ&sw_param4=NLR,ヴァンエック ベクトル ウラニウム＋原子力エネルギーETF,DAXグローバル原子力エネルギー指数にできるだけ連動する投資成果をあげることを目標とする。,NYSE Arca,0.61%,https://www.vaneck.com/us/en/investments/uranium-nuclear-energy-etf-nlr-fact-sheet.pdf,ヴァン・エック・グローバル,〇
NUGT,https://www.sbisec.co.jp/ETGate/?OutSide=on&_ControlID=WPLETsmR001Control&_DataStoreID=DSWPLETsmR001Control&sw_page=Foreign&sw_param1=US&sw_param2=PRICE&sw_param3=US_NASDAQ&sw_param4=NUGT,Direxion デイリー 金鉱株 ブル2倍 ETF,NYSE Arca ゴールド マイナーズ インデックスの値動きの200%のパフォーマンスに連動した成果を目指す。,NYSE Arca,1.14%,https://www.direxion.com/uploads/NUGT-DUST-Fact-Sheet.pdf,Direxion Investments,
NXTG,https://www.sbisec.co.jp/ETGate/?OutSide=on&_ControlID=WPLETsmR001Control&_DataStoreID=DSWPLETsmR001Control&sw_page=Foreign&sw_param1=&sw_param2=PRICE&sw_param3=US_NASDAQ&sw_param4=NXTG,FT Indxx ネクストG ETF,グローバルの次世代通信システム関連銘柄を厳選して投資します。,NASDAQ,0.70%,https://www.firsttrust-teneo.jp/PDF/qreports/NXTG_Factsheet.pdf,ファーストトラスト,〇
OEF,https://www.sbisec.co.jp/ETGate/?OutSide=on&_ControlID=WPLETsmR001Control&_DataStoreID=DSWPLETsmR001Control&sw_page=Foreign&sw_param1=US&sw_param2=PRICE&sw_param3=US_NASDAQ&sw_param4=OEF,iシェアーズ　S&P 100 ETF,米国市場に上場する超大型株（メガ･キャップ）の動きをとらえる「S&P100」指数を連動対象とします。,NYSE Arca,0.20%,http://jp.ishares.com/documents/ja/factsheet-ja/us/oef-ishares-sp-100-etf.pdf,ブラックロック･ファンド・アドバイザーズ,〇
OIH,https://www.sbisec.co.jp/ETGate/?OutSide=on&_ControlID=WPLETsmR001Control&_DataStoreID=DSWPLETsmR001Control&sw_page=Foreign&sw_param1=US&sw_param2=PRICE&sw_param3=US_NASDAQ&sw_param4=OIH,ヴァンエック ベクトル石油サービスETF,ヴァンエック ベクトル米国上場石油サービス25指数にできるだけ連動する投資成果をあげることを目標とする。,NYSE Arca,0.35%,http://search.sbisec.co.jp/v3/ex/etf_OIH_150514.pdf,ヴァン・エック・グローバル,〇
PBD,https://www.sbisec.co.jp/ETGate/?OutSide=on&_ControlID=WPLETsmR001Control&_DataStoreID=DSWPLETsmR001Control&sw_page=Foreign&sw_param1=US&sw_param2=PRICE&sw_param3=US_NASDAQ&sw_param4=PBD,インベスコ グローバルクリーンエネルギー ETF,ワイルダーヒル・新エネルギーグローバルイノベーション指数に連動する投資成績を目標としている海外ETFです。パワーシェアーズ・グローバル・クリーン・エネルギー・ポートフォリオは、従来のETFと異なる、インテリジェントETFであり、S&Pクリーンエネルギー指数などより高いパフォーマンスを目指し、運用されています。,NYSE Arca,0.75%,https://www.invesco.com/us-rest/contentdetail?contentId=3dd2fd05f0e21410VgnVCM100000c2f1bf0aRCRD&dnsName=us,インベスコ・パワーシェアーズ・キャピタル・マネジメント LLC,〇
PFF,https://www.sbisec.co.jp/ETGate/?OutSide=on&_ControlID=WPLETsmR001Control&_DataStoreID=DSWPLETsmR001Control&sw_page=Foreign&sw_param1=&sw_param2=PRICE&sw_param3=US_NASDAQ&sw_param4=PFF,iシェアーズ 優先株式 & インカム証券 ETF,ICE 上場優先株式 & ハイブリッド証券 インデックスに連動。米ドル建て優先株式・ハイブリッド証券を対象とした指数への連動を目指す。,NASDAQ,0.46%,https://www.blackrock.com/jp/individual/ja/literature/fact-sheet/pff-ishares-preferred-and-income-securities-etf-fund-fact-sheet-ja-jp.pdf,ブラックロック･ファンド・アドバイザーズ,
PFFD,https://www.sbisec.co.jp/ETGate/?OutSide=on&_ControlID=WPLETsmR001Control&_DataStoreID=DSWPLETsmR001Control&sw_page=Foreign&sw_param1=US&sw_param2=PRICE&sw_param3=US_NASDAQ&sw_param4=PFFD,グローバルX 米国優先証券 ETF,ICE BofAML・ダイバーシファイド・コア・米国優先証券・インデックスのパフォーマンス(手数料および経費控除前)に連動する投資成果を目指している,NYSE Arca,0.23%,https://globalxetfs.co.jp/content/files/PFFD-factsheet_J.pdf,グローバルエックス・マネジメント,
PFFV,https://www.sbisec.co.jp/ETGate/?OutSide=on&_ControlID=WPLETsmR001Control&_DataStoreID=DSWPLETsmR001Control&sw_page=Foreign&sw_param1=US&sw_param2=PRICE&sw_param3=US_NASDAQ&sw_param4=PFFV,グローバルＸ 米国変動金利優先証券 ETF,"ICE
米国変動金利優先株インデックスに連動する運用実績を目指す。同指数は、米国の国内市場で発行された上場米国ドル建て優先証券および転換社債型優先証券のパフォーマンスに連動。",NYSE Arca,0.25%,https://globalxetfs.co.jp/content/files/PFFV-factsheet_J.pdf,グローバルエックス・マネジメント,
PIO,https://www.sbisec.co.jp/ETGate/?OutSide=on&_ControlID=WPLETsmR001Control&_DataStoreID=DSWPLETsmR001Control&sw_page=Foreign&sw_param1=&sw_param2=PRICE&sw_param3=US_NASDAQ&sw_param4=PIO,Invesco Global Water ETF インベスコ グローバル ウォーター ETF,パリセーズ世界水事業指数に連動する投資成績を目標としている海外ETFです。,NASDAQ,0.75%,https://www.invesco.com/us-rest/contentdetail?contentId=b6f8e01e98630410VgnVCM10000046f1bf0aRCRD&dnsName=us,インベスコ・パワーシェアーズ・キャピタル・マネジメント LLC,〇
PPH,https://www.sbisec.co.jp/ETGate/?OutSide=on&_ControlID=WPLETsmR001Control&_DataStoreID=DSWPLETsmR001Control&sw_page=Foreign&sw_param1=&sw_param2=PRICE&sw_param3=US_NASDAQ&sw_param4=PPH,ヴァンエック ベクトル医薬品ETF,ヴァンエック ベクトル米国上場医薬品25指数にできるだけ連動する投資成果をあげることを目標とする。,NASDAQ,0.36%,https://www.vaneck.com/us/en/investments/pharmaceutical-etf-pph-fact-sheet.pdf,ヴァン・エック・グローバル,〇
PSK,https://www.sbisec.co.jp/ETGate/?OutSide=on&_ControlID=WPLETsmR001Control&_DataStoreID=DSWPLETsmR001Control&sw_page=Foreign&sw_param1=&sw_param2=PRICE&sw_param3=US_NASDAQ&sw_param4=PSK,SPDR ICE 優先証券ETF,ICE Exchange-Listed Fixed & Adjustable Rate Preferred Securities Indexの価格と利回り実績（経費控除前）に連動する投資成果を目指します。,NYSE Arca,0.45%,https://www.ssga.com/library-content/products/factsheets/etfs/us/factsheet-us-en-psk.pdf,ステート・ストリート・グローバル・アドバイザーズ,×
PXF,https://www.sbisec.co.jp/ETGate/?OutSide=on&_ControlID=WPLETsmR001Control&_DataStoreID=DSWPLETsmR001Control&sw_page=Foreign&sw_param1=US&sw_param2=PRICE&sw_param3=US_NASDAQ&sw_param4=PXF,インベスコ FTSE RAFI 先進国市場（米国を除く）ETF,"FTSE
RAF先進国（米国を除く）指数に連動する投資成績を目標としている海外ETFです。米国以外の先進国の大型株や中型株で構成されており、従来のETFと異なるインテリジェントETFで高いパフォーマンスを目指しています",NYSE Arca,0.45%,https://www.invesco.com/us-rest/contentdetail?contentId=ffbe66b451c41410VgnVCM100000c2f1bf0aRCRD&dnsName=us,インベスコ・パワーシェアーズ・キャピタル・マネジメント LLC,〇
QCLN,https://www.sbisec.co.jp/ETGate/?OutSide=on&_ControlID=WPLETsmR001Control&_DataStoreID=DSWPLETsmR001Control&sw_page=Foreign&sw_param1=&sw_param2=PRICE&sw_param3=US_NASDAQ&sw_param4=QCLN,FT NDAQ グリーンエネルギー指数 ETF,ナスダック・クリーン・エッジ米国リキッド・シリーズ・インデックスに連動する投資成果を目指すETF,NASDAQ,0.58%,https://www.firsttrust-teneo.jp/PDF/qreports/QCLN_Factsheet.pdf,ファーストトラスト,〇
QDIV,https://www.sbisec.co.jp/ETGate/?OutSide=on&_ControlID=WPLETsmR001Control&_DataStoreID=DSWPLETsmR001Control&sw_page=Foreign&sw_param1=US&sw_param2=PRICE&sw_param3=US_NASDAQ&sw_param4=QDIV,グローバルX 高配当・優良・米国株 ETF,S&P500クオリティ高配当インデックスのパフォーマンス(手数料および経費控除前)に連動する投資成果を目指している。,NYSE Arca,0.20%,https://globalxetfs.co.jp/content/files/QDIV-factsheet_J.pdf,グローバルエックス・マネジメント,
QID,https://www.sbisec.co.jp/ETGate/?OutSide=on&_ControlID=WPLETsmR001Control&_DataStoreID=DSWPLETsmR001Control&sw_page=Foreign&sw_param1=US&sw_param2=PRICE&sw_param3=US_NASDAQ&sw_param4=QID,プロシェア　ウルトラショートQQQ,ナスダック100指数の日次変動率の反対方向の2倍に連動する投資成果を目指す。,NYSE Arca,0.95%,https://www.proshares.com/globalassets/proshares/fact-sheet/prosharesfactsheetqid.pdf,プロシェアーズ,
QLD,https://www.sbisec.co.jp/ETGate/?OutSide=on&_ControlID=WPLETsmR001Control&_DataStoreID=DSWPLETsmR001Control&sw_page=Foreign&sw_param1=US&sw_param2=PRICE&sw_param3=US_NASDAQ&sw_param4=QLD,プロシェア　ウルトラQQQ,ナスダック100指数の日次変動率の2倍に連動する投資成果を目指す。,NYSE Arca,0.95%,https://www.proshares.com/globalassets/proshares/fact-sheet/prosharesfactsheetqld.pdf,プロシェアーズ,
QQQ,https://www.sbisec.co.jp/ETGate/?OutSide=on&_ControlID=WPLETsmR001Control&_DataStoreID=DSWPLETsmR001Control&sw_page=Foreign&sw_param1=&sw_param2=PRICE&sw_param3=US_NASDAQ&sw_param4=QQQ,インベスコ QQQ トラスト シリーズ1 ETF,米国ナスダック市場の大型株100銘柄から成るナスダック-100指数に連動。,NASDAQ,0.20%,https://www.invesco.com/us-rest/contentdetail?contentId=3a48e01e98630410VgnVCM10000046f1bf0aRCRD,インベスコ・パワーシェアーズ・キャピタル・マネジメント LLC,〇
QQQE,https://www.sbisec.co.jp/ETGate/?OutSide=on&_ControlID=WPLETsmR001Control&_DataStoreID=DSWPLETsmR001Control&sw_page=Foreign&sw_param1=US&sw_param2=PRICE&sw_param3=US_NASDAQ&sw_param4=QQQE,Direxion NASDAQ-100 均等型インデックス ETF,NASDAQ-100 均等加重指数に連動する投資成果を追求する。,NASDAQ,0.35%,https://www.direxion.com/uploads/QQQE-Fact-Sheet.pdf,Direxion Investments,〇
